Document Name,Clause No.,Clause from Loan Agreement,Notes (not a tag),Tag 1: Applicability,Tag 2: Area,Tag 3: Covenant Type,Tag 4: Covenant Title Tag,Tag 5: Covenant Description/ Sub tags,Tag 6: User Defined(256 characters only),Backup Document,Compliance Frequency,Start Date,Submission Period,End Date,Threshold,Priority,Event
Common Rupee Loan Agreement,6.1.1,"Default under Project Documents
(i)	In the event that the Borrower is entitled under the terms of any Project Document to terminate such Project Document as a consequence of any default under such Project Document by any other party thereto, the Borrower shall, if so required by the Lenders’ Agent, exercise its rights to terminate such Project Document. In exercising its rights to terminate any Project Document, the Borrower shall: (i) comply with the terms and provisions of each such document with respect to notice for termination, including providing all supporting documentation in the form and manner required by each document; and (ii) provide, concurrently with the notice to the defaulting party, notice to the Rupee Lenders of any such proposed termination, along with copies of the supporting documentation required to be submitted in connection with such notice for termination under each such document.
(ii)	The Borrower shall not exercise any right of termination or make any demand for payment under any Project Document as a consequence of any default under such Project Document by any other party thereto, unless the Borrower has given prior written notice within a period of seven (7) days from the date of default to the Rupee Lenders and exercise of such right or making of such demand shall be subject to the instructions, if any given by the Rupee Lenders to the Borrower. ",,Full Lifecycle,Informative,Non Financial - Affirmative,Management Confirmation,No Default,,Management Confirmation(s),Quarterly,Document Execution Date,,,,Medium,
Common Rupee Loan Agreement,6.1.2,"6.1.2	Waiver of any Condition under the Project Documents
The Borrower shall, obtain the prior approval of the Rupee Lenders/Lenders’ Agent, before amending / granting any waiver or extension for fulfillment of any condition of any of the Project Documents by any contracting party thereto, whose approval may be granted subject to such terms and conditions as the Lenders’ Agent may deem fit.",,Full Lifecycle,Informative,Non Financial - Affirmative,Management Confirmation,Other Document,,Management Confirmation(s),Quarterly,Document Execution Date,,,,Medium,
Common Rupee Loan Agreement,6.1.3,"6.1.3	Resources and Investments
The Borrower covenants and agrees that it will procure from the Sponsor all resources and make all investments as may be required under and in accordance with the Financing Documents for implementation of the Project. ",,Full Lifecycle,Informative,Non Financial - Affirmative,Management Confirmation,Transaction Documents,,Official Documents,Quarterly,Document Execution Date,,,,Medium,
Common Rupee Loan Agreement,6.1.4,"6.1.4	Good Industry Practice
The Borrower shall implement the Project and operate and maintain the Project in accordance with the Concession Agreement and in accordance with Good Industry Practice and sound administrative, financial, economic and business practice.  The Borrower shall replace or rebuild any part of the Project and/or associated equipment damaged or destroyed by any event (whether or not insured against), and shall inform the Rupee Lenders on occurrence of any material damage. No payments shall be made to any contractor in relation to the design and construction of the Project (and/or any other obligations of the Construction Contractors under the Construction Contract) unless such payments have been approved by the Lenders’ Independent Engineer in accordance with the procedure set forth in the Escrow Agreement and the Supplementary Escrow Agreement.",,Full Lifecycle,Informative,Non Financial - Affirmative,Management Confirmation,Compliance with Documents,,Management Confirmation(s),Quarterly,Document Execution Date,,,,Medium,
Common Rupee Loan Agreement,6.1.5,"6.1.5	Compliance with Applicable Law
The Borrower shall comply, in all respects, with all Applicable Law and Clearances.  ",,Full Lifecycle,Informative,Non Financial - Affirmative,Management Confirmation,Compliance With Applicable Law,,Management Confirmation(s),Quarterly,Document Execution Date,,,,Medium,
Common Rupee Loan Agreement,6.1.6,"6.1.6	Notification from Governmental Authority
The Borrower shall share, as and when received, all notifications from any Governmental Authority in relation to the Project (including with respect to traffic flow etc.) with the Rupee Lenders and/or Lenders’ Agent during the entire tenure of the Rupee Loans. ",,Full Lifecycle,Informative,Non Financial - Affirmative,Management Confirmation,Compliance With Applicable Law,,Management Confirmation(s),Quarterly,Document Execution Date,,,,Medium,
Common Rupee Loan Agreement,6.1.7,"6.1.7	End Use of Rupee Loans
In accordance with the terms of the Financing Documents, the Borrower shall use the Rupee Loans, the Performance Guarantee and the Equity Contribution solely to meet:
(i)	the Project Cost;
(ii)	any performance security requirements in accordance with the Concession Agreement;
(iii)	Interest payments on the Rupee Loans; 
(iv)	creation of the DSRA; and
(v)	Fees and other amounts payable under the Finance Documents.
Any expenditure required to be met out of the Contingency towards costs of actual construction of the Project shall be subject to certification by the Lenders’ Independent Engineer certifying such utilization. ",,Full Lifecycle,Informative,Financial - Informative,Certificate,End Use Certificate,,CA Certificate,Quarterly,Document Execution Date,,,,Medium,
Common Rupee Loan Agreement,6.1.8,"6.1.8	Meetings of the Board and Shareholders
After the occurrence and during the continuance of an Event of Default, the Lenders’ Agent or the Rupee Lenders or the Security Trustee or the Nominee Director shall be entitled to attend and shall receive notice of the meetings of the Shareholders and the Board; provided, however, that nothing in this Agreement shall confer any voting rights on any such Person in their capacity as Lenders’ Agent or Security Trustee or Rupee Lender, attending, any such meeting. ",,Full Lifecycle,Informative,Non Financial - Affirmative,Management Meetings And Notices,"Board Meeting, Default Notice",,Meeting Notices,Quarterly,Document Execution Date,,,,Medium,
Common Rupee Loan Agreement,6.1.9,"6.1.9	Credit Rating
The Borrower shall get itself rated by a Credit Rating Agency no later than three (3) Months from the Initial Drawdown Date and thereafter at annual intervals. ",,Full Lifecycle,Informative,Non Financial - Affirmative,Credit Rating,Credit Rating,,Rating Reports,Annually,First Drawdown Date,90,Maturity Date,,Medium,
Common Rupee Loan Agreement,6.1.10,"6.1.10	Board of Directors
The Borrower shall submit to the Rupee Lenders the composition of its Board of Directors.  The Board shall meet at least every three (3) months.  ",,Full Lifecycle,Informative,Non Financial - Affirmative,Management Meetings And Notices,Board Meeting,,"Minutes Of Meetings, Meeting Notices",Quarterly,Document Execution Date,,,,Medium,
Common Rupee Loan Agreement,6.1.11,"6.1.11	Operation and Maintenance
The Borrower shall make adequate arrangements at all times in relation to the operation and maintenance requirements of the Project.  ",,Full Lifecycle,Informative,Non Financial - Affirmative,Management Confirmation,Certificate by Authorized Officer,,Management Confirmation(s),Quarterly,Document Execution Date,,,,Medium,
